Akun,Tweet,Label
https://twitter.com/tabul_ian,"@tanyarlfes Yang gua tau cuma:
 
 1. Waluh kukus
 2. Kkn desa penari
 3. Cowo kacamata
 4. Safa space
 
 Ternyata gua ga begitu aktif ya 😔",netral
https://twitter.com/merapi_uncover,"Plunyon Kalikuning adlh destinasi wisata alam di kawasan Taman Nasional Gunung Merapi (TNGM) yg memiliki pemandangan alam memesona.
 
 Namun, destinasi ini belakangan ramai dibincangkan di media sosial lantaran menjadi salah satu lokasi syuting film KKN di Desa Penari
 📸: Megoodh https://t.co/whP6PHjsif",positif
https://twitter.com/Cules53272244,@tanyarlfes KKN desa penari,netral
https://twitter.com/h4junw1fe_,KKN desa penari paling melekat wkwkwk,netral
https://twitter.com/user12584,@tanyarlfes KKN desa penari,netral
https://twitter.com/babayshiteru_,"@tanyarlfes KKN Desa Penari, Perwakilan Hwang Renjun, Mbak Nuri",netral
https://twitter.com/813bluesky,"paling legend dan memoriable
 justiceforAudrey, kkn desa penari, 0mn1bus L4w, Space safa, Afi😭😭😭😭",netral
https://twitter.com/Dwiani_,@tanyarlfes Thread KKN desa penari woey merinding anj,netral
https://twitter.com/kelincigemoy,"BANYAK BGTT tapi salah satu yang paling berkesan itu waktu zaman perang ht omnibus law, trus ad kejadian gilang bungkus, kkn desa penari, waluh kukus, natalie-afi, WOT snmptn, aduh banyak dah pokoknya kacauuu wkwk",positif
https://twitter.com/anwaragent_07,Thread kkn desa penari sih 🤔,netral
https://twitter.com/kkamdry_20,@tanyarlfes Kkn desa penari :),netral
https://twitter.com/Maya_Cindiati,"@tanyarlfes Space Safa, Afi Nihaya, Imroatus, waluh kukus, KKN desa penari.",netral
https://twitter.com/cloudreamiesky,"@tanyarlfes Justice for audrey
 Kkn desa penari",netral
https://twitter.com/achmadyusuft,@tanyarlfes KKN di desa penari,netral
https://twitter.com/officialhoony,"safa maknya hwang renjun, yg spill si chatime yg suka ngomong british lupa namanya siapa, imroatus, thread kkn desa penari, sama yg terakhir asha(?) yg punya 3 kepribadian wkwk",netral
https://twitter.com/ManojPunjabiCom,KKN di Desa Penari – Teaser | Coming Soon 2020 https://t.co/pQ4kd8mMlH,netral
https://twitter.com/Tita_TiO2,"@tanyarlfes 1. Perwakilan hwang renjun dan na jaemin yg dosennya kader g0lk@r
 2. Imroatus mahasiswa alien
 3. KKN di desa penari
 4. Gilang bungkus
 5. Predator berkacamata (terutama yg di inggris itu)
 6. Ngentiaw di depan ortu yg lagi sakit stroke (?)",netral
https://twitter.com/kxchunga,@lafilledhvver Astaghfirullah del wgwgwgwggwg aku kira kamu nyari lagunya karna udah tau kkn desa penari wgwgwggw,netral
https://twitter.com/lafilledhvver,"@kxchunga Astg, kkn desa penari. Lemot bgt otakku https://t.co/TcHpqDdR3W",netral
https://twitter.com/anginapectorist,"@tanyarlfes 1. waluh kukus
 2. safa VS na jaemin dan hwang renjun
 3. KKN desa penari",netral
https://twitter.com/171_haruto,"Kkn desa penari legend sih,aku anak yg basic nya ga suka horor jadi baca sampe abis itu thread nya",positif
https://twitter.com/goodlistener01,"@moviemenfes tahun kemaren desa penari jadi film terbaik sepanjang masa karena tayang pas lebaran 10jt penonton cuy harga per tiket rata rata 35rb rata rata 20% pajak, 40% bioskop, 40% produser, jadi kurleb produser untung kotor 140 miliar",positif
https://twitter.com/milo_cookies,@tanyarlfes kkn desa penari lah sampe jd film ter gegerrr,positif
https://twitter.com/PetirBaelish,@Dika0ceanix @tanyarlfes Jujur lebih serem pocong ririn drpd KKN Desa Penari menurut gw. I mean kyk manusia hidup tiba2 jadi pocong sambil nangis dan loncat2 di tengah hutan😭,netral
https://twitter.com/Fymzoo24,"Imroatus, Safa space, lagi malu, mf tali tambang, ava Mark ijo tosca, afi nihaya, Sabrina, waluh kukus, KKN desa penari.. sama apalagi deh lupaaa",netral
https://twitter.com/dayneseoul,"@tanyarlfes naren golkar pasti, terus tukang bungkus, kkn desa penari (awal mula trit² horor famous), sama yg malu di dinding😭🤚",netral
https://twitter.com/itsyour_abe,@tanyarlfes KKN desa penari sii kalo gw,positif
https://twitter.com/Anonimqone,@tanyarlfes KKN Desa Penari,netral
https://twitter.com/geonganhaeyo_,@tanyarlfes thread kkn di desa penari,netral
https://twitter.com/penghirupco2,"@tanyarlfes Audrey, safa, waluh kukus, kkn desa penari, chatime, gilang bungkus, cowo kacamata, dsb 🤣",netral
https://twitter.com/PetirBaelish,"@rubyjeonn Iya ih hampir2 sama kyk KKN Desa Penari, trus skrg ada Sewu Dino dll.",netral
https://twitter.com/soisologi,"@moviemenfes Film dalam negeri jangan pesimis gitu, coba liat kesuksesan KKN desa penari wkwk",negatif
https://twitter.com/pikocingg,"@tanyarlfes kasus ch@time
 afi/natalie
 space safa
 waluh kukus :(
 p0c0ng ririn
 kkn desa penari
 
 banyak sih tapi yang keinget itu wkwk",netral
https://twitter.com/givenchyholland,"Skinnyfabs, digeeembok, afi nihaya, kkn desa penari, arawinda trs apa lg ya 🤔🤔",netral
https://twitter.com/hmmpsgbgt,@tanyarlfes Thread kkn di desa penari,netral
https://twitter.com/PetirBaelish,"@tanyarlfes Anak2 Twitter Lama dah mengalami:
 
 Mbak2 Bibit Unggul
 Amrazing vs Sabrina
 Joko Anwar Circle K
 TrioMacan2000
 Pocong Ririn
 Waluh Kukus
 Air Minum Ibu
 Chatime Skinnyfab
 KKN Desa Penari
 Ika Natassa
 Cowok Kacamata
 Safa Space
 AFI
 Sepatu Docmart
 Grindr Swindler",netral
https://twitter.com/raineytaa,"hahahahha itu thread kkn desa penari termasuk gak ya, soalnya gue emg pernah baca dluan sebelum rame trs tbtb booming dibahas dmn mana",netral
https://twitter.com/xxxyutea,"@tanyarlfes waluh kukus, kkn desa penari",netral
https://twitter.com/oceanblue_xyz,@tanyarlfes Wot yang mereka wleowleo depan orang tua yang lagi sakit. Gilaaaa itu manusia beneran ga ada otak. Kalo keinget suka bikin🤮 sama ituuuu kkn desa penari,negatif
https://twitter.com/sweetszal,@intoaura di desa penari,netral
https://twitter.com/khadeeja_amani,thread simpleman 🫨 sama kkn desa penari. mcm nk sama2 dgn pengabdi setan. def gonna watch!,netral
https://twitter.com/valsartan40mg,"Cobalah ini kan niat mo bikin universe, aksen dan skript pemain buat bahasa jawanya dibenerin dulu, minimal kek Tisa Biani di KKN Desa Penari itu dah paling mending. Gak asal campur campur kek ""Hari itu kita muleh""🥲",negatif
https://twitter.com/lllyzlh,kkn desa penari pun takberani nak tengok apatah lagi yang terbaru ini,negatif
https://twitter.com/ayrasaurus,"And then semalam tengok KKN Desa Penari with my housemate lepastu sama naik dedua menjerit hahaha 
 
 Him: “Babiii this is why I hateee watching movies like keluaaar segala saka pondan aku la kakak”",negatif
https://twitter.com/peachysjaehyuns,"@boysplanetarea bagus nder, bagus buat di evil editing pake lagu kkn desa penari",positif
https://twitter.com/ana_pastr,"@BayuIsa @moviemenfes Moro"" Maleh desone koyo KKN desa penari. Enek demit e wkwkwkwkwk",negatif
https://twitter.com/MichelleMPhilip,@thmdn__ kkn desa penari pun tak tengok lagi 😑,netral
https://twitter.com/khalimskdyh,"@jekeygemes @HabisNontonFilm Nah kan seng nulis kuwi ki penulise podo karo penulis kkn desa penari to mba, dan seng ditulis ki kadang enek seng didramatisir ditambah kurang biar menarik. Ngunu tp lk menurute smn kira2 ng dunia iki seng kita kenal kira2 kejadian ngunu ki riil pora ya",negatif
https://twitter.com/haziqamiran,Producer and author kkn desa penari. Ok next.,positif
https://twitter.com/KannKamiko,"Masalahnya KKN Desa Penari pun takde la seram mana. It was meh in my opinion.
 
 Tengok semata² sbb viral n org ckp huha hebat sgt.
 
 Tapi to me it was MEHHHHH..
 
 When it comes to HORROR..
 You cant beat The CONJURING franchise weiiiiiiii... or anything by James Wan.",positif
https://twitter.com/Otwmasananti,@unmagnetism Kek lokasi KKN desa penari,netral
https://twitter.com/aprilboyhwa,Ancrit gue ga nyimpen lg foto tiket nonton kkn di desa penari😭,netral
https://twitter.com/myowniece,Saya kan takut citer mistik. Nak menonton tu idok ler. Tapi kalau baca suka. I read the story already masa desa penari tengah hot. Seram tapi bawa pengajaran.,netral
https://twitter.com/mrcreepyposta,"Sama seperti KKN di Desa Penari, Sewu Dino juga merupakan adaptasi dari thread yang dibuat oleh akaun Twitter SimpleMan.
 
 SimpleMan mengakui Sewu Dino lebih menyeramkan, apatah lagi ia diangkat dari kisah benar.",netral
https://twitter.com/mrcreepyposta,Filem horror terbaharu ini merupakan garapan dari MD Pictures yang pernah menerbitkan KKN di Desa Penari. Sambutan luar biasa terhadap KKN membuatkan para peminat turut meletakkan harapan tinggi terhadap Sewu Dino.,positif
https://twitter.com/koffinkanxer,Kena tengok ni. Dari studio yang sama penulis yang sama kkn desa penari.,netral
https://twitter.com/rnmore_,@geovanrv @Twitter gpp army masuk dunia lain kaya kkn di desa penari,netral
https://twitter.com/AKFelicia,"@thundeirbolts @WatchmenID Ini yg pernah aku baca. Isinya bukan kyk baca cerita KKN desa penari ya 😬Sebenernya lebih ke pengajaran agama Katolik, God vs demons, bahwa setan itu ada dan bisa bermanifestasi dlm tubuh manusia, sesuai pengalaman si Romo. Monggo klo mau baca biar lbh mengenal ajaran Katolik 😊 https://t.co/WWP6QUPp1j",negatif
https://twitter.com/idbcpr,"Meme Indonesia - PLN di Desa Penari.
 -
 By : @pln_id... - https://t.co/BYg3sjSv3t https://t.co/NqsQfQbqyj",netral
https://twitter.com/haekaladzani,Kalah sama KKN di desa penari,netral
https://twitter.com/GYRODROP_,@kagebuncin kek kkn desa penari 3 jam,netral
https://twitter.com/sylthelords,@gewlud ya lu kira yg kesurupan di desa penari doang ajg,negatif
https://twitter.com/gewlud,@sylthelords gue gk kkn di desa penari ya ajg,negatif
https://twitter.com/damdaaamm,"#SewuDino
 Rating 13+
 121 menit 
 Lebaran 20 April '23
 
 The longest Kimo's movie he's ever helm. Lesson learned from KKN di Desa Penari, hopefully it's nicely paced. https://t.co/KBJjqpDL2X",netral
https://twitter.com/betri_yanti,"TEMAN2 YANG UDAH NONTON FILM KKN DESA PENARI, mohon bantuannya buat isi kuesioner penelitian saya ya🥺🙏. https://t.co/e8oe8oBO6A",netral
https://twitter.com/quantipian,"@apathoni @aglioelio We cannot help that Ada Apa Dengan Cinta, Ayat-Ayat Cinta, Tenggelamnya Kapan van der Wijck, Pengabdi Setan, KKN di Desa Penari, and other Indonesian films became top box-office in Malaysia, but not vice versa.",netral
https://twitter.com/yanapuad94,Malam tadi layan la cerita kkn desa penari sebab husband tak penah tengok lgi,netral
https://twitter.com/ManojPunjabiCom,KKN Di Desa Penari – Official Teaser | SEGERA di Bioskop https://t.co/GnGzs0cG2K,netral
https://twitter.com/ManojPunjabiCom,KKN Di Desa Penari – Official Trailer | SEGERA di Bioskop https://t.co/hhViulsflP,netral
https://twitter.com/justkimnana,"yg aku bersyukur ga jadi nonton di bioskop aja deh ya🤭 Banyak nih
 Sri Asih, Ghost hunter 2, Perempuan Tahan Jahannam, Abigail, KKN desa penari...",netral
https://twitter.com/DOYGANZ,"Kmrn sempet nonton ivana , KKN desa penari, perempuan bergaun merah wkwk",netral
https://twitter.com/grogggs,@mekimasan lagu KKN desa penari,netral
https://twitter.com/afrdfthma,"Ni kat filem kkn di desa penari 😭
 Seriau bila fikir filem tu berdasarkan kisah benar",netral
https://twitter.com/AhmadAqlanMohd,Kkn desa penari tuu haha,netral
https://twitter.com/RalphSpoon,"@airil2019 Kemain yer, wahai penari canggur desa! https://t.co/cqwbCzUgC5",netral
https://twitter.com/SatriaWGP,@moviemenfes Kkn desa penari &gt;,netral
https://twitter.com/mhdlma,@WahiWuutt @irfansatria_ Macam kkn desa penari lah cite ni.,netral
https://twitter.com/NakLantamBunCor,"@Goodrecom Ini limited edition gan, edisi kkn desa penari. Cuman ada 3 di dunia",positif
https://twitter.com/lynnscarf__,Ni bukan dalam desa penari ke AHAHAHAHA 🤣,netral
https://twitter.com/ruslaaayyy,"@bcotieaja @moviemenfes emang bagus ajasih, ga overrated. yang overrated tu kkn desa penari",positif
https://twitter.com/tehmaytow,Yang movie desa penari ni aku stress betul tengok kampung dia semak samun gitu,negatif
https://twitter.com/mandarinlatte_,mcm movie desa penari tu ka?,netral
https://twitter.com/pitothepi,ni mcm citer KKN desa penari ke?,netral
https://twitter.com/lkmrlya,@irfansatria_ @datukhensem Ni cerita kkn desa penari 🤣,netral
https://twitter.com/loopexxx,"@irfansatria_ @datukhensem ini ini,ini sama macam cerita kkn desa penari ni..kopi pahit rasa manis sbb ada jin yg target dia..yg jin xtarget xleh minum kopi pahit tu",negatif
https://twitter.com/ifarinaz_,@irfansatria_ @datukhensem Macam dalam cerita kkn desa penari tu ya?,netral
https://twitter.com/AliffMustafa180,Ni bukan filem KKN Desa Penari punya plot ke?,netral
https://twitter.com/Yulia9611,@tanyakanrl Klau sepupuku gk bwa truck si tpi pas sepedaan mau arah pulang abis kerja..jdi dia tu semalem gk pulang pas dicari ternyata tidur dikuburan pas dibangunin cerita klau dia semlem nginep dirumah temennya..btw dia kerjanya disebelah desa penari🤭,netral
https://twitter.com/lpnkarangintan,"..contohnya film ‘KKN di Desa Penari’ yang meraup lebih dari 9 juta penonton.
 
 @kumham_kalsel @lpnkarangintan
 #KumhamKalsel #FaisolAli #LPNKarangIntan @lpnkarangintan #WahyuSusetyo
 Kanwil Kemenkumham Kalsel | Faisol Ali
 
 ---",positif
https://twitter.com/fafandry,"Seperti KKN Desa Penari, sepertinya Sewu Dino lebih menarik jika dibaca, biarkan orang punya Theatre of Mindnya sendiri, ketimbang difilmkan.",positif
https://twitter.com/dvnvtsr_,"Ingatkah Anda kapan bergabung dengan Twitter? Ya, saya ingat! #HariJadiTwitterSaya karna alasan dulu pas jaman covid main medsos apapun udh bosen. Terus tau thread kkn di desa penari trending di ig. So, download twitter buat baca² thread² horror yg lain. Pdhl sendirinya takoed:(",netral
https://twitter.com/ootdhijabID,"💫 BERBAGAI SKINCARE YANG BAGUS TAPI UNDERRATED 💫
 
 👇👇 Sebuah Utas 👇👇
 
 JISOO INTO THE WILD • KKN Di Desa Penari • Bekasi • iPhone • Agustus • #JUNGKOOKDAY https://t.co/0mSmIDxyTC",netral
https://twitter.com/dcirw97,@0tk0il @azthraal jangan lupa ke desa penari mangoetzzz,netral
https://twitter.com/MrDosQ99,"KKN di desa Penari UNCut
 https://t.co/0PwMCTl94e https://t.co/Hm1asv6Cye",netral
https://twitter.com/frappucin0w,@undipmenfess pas patungnya ketutup kain putih lebih serem nder berasa kkn di desa penari,negatif
https://twitter.com/aranfiftyfifty,"@Capytown FAK GAK USAH, aku takut diceritain kkn desa penari sama dia.",negatif
https://twitter.com/armin_harute,"Ahh shit ... KKN Desa Penari, here we go again",negatif
https://twitter.com/AldiSilverberg,@dhyntaa Sak multiverse ambk kkn desa penari a iki?,netral
https://twitter.com/cinemagsnews,"KKN di Desa Penari: Luwih Dowo, Luwih Medeni mengisahkan enam mahasiswa yaitu Nur, Widya, Ayu, Bima, Anton, dan Wahyu yang melaksanakan kuliah kerja nyata (KKN) di sebuah desa terpencil. Tanpa disadari, desa yang mereka pilih bukanlah desa biasa.",netral
https://twitter.com/pisanggoyyeng,"If somebody date me, then we will have:
 Morning seggs
 Dinner seggs
 Rough seggs
 Soft seggs
 Kitchen seggs
 Shower seggs
 Pool seggs
 Outdoor seggs
 Costume-wearing seggs
 Hotel seggs
 Allday seggs
 Make the neighbors hear us seggs",netral
https://twitter.com/tigerawrhoba,"Sumpah waktu baca threadnya aja merinding jir, tpi penasaran bakal kek gimana adaptasi filmnya. Soalnya waktu kkn desa penari sesuai bayangan pas baca threadnya.",positif
https://twitter.com/shmpnysy,@ndifann iya dari simple man sama kayak kkn di desa penari,netral
https://twitter.com/thickskullllll,@yourlastya Kayak kkn desa penari,netral
https://twitter.com/thecharmerrr,@tanyakanrl Buat jagain kamu mungkin. Kayak Nur yang di KKN desa penari itu loh. Kan dia ada penjaganya.,netral
https://twitter.com/ManojPunjabiCom,Official Teaser – OST KKN di Desa Penari https://t.co/qGdDupoyvs,netral
https://twitter.com/ManojPunjabiCom,OST KKN di Desa Penari I Official Teaser 2 https://t.co/LpIaGF6kNd,netral
https://twitter.com/pisanggoyyeng,"@FWBESS HMU, m24/180 soc hereee",netral
https://twitter.com/pisanggoyyeng,@FWBESS M23 Soc,netral
https://twitter.com/pisanggoyyeng,F Solo siapa yg belom pernah ke Masjid Syaikh Zayed?? https://t.co/iBHjonSfAo,netral
https://twitter.com/mohdazim,Ni KKN Desa Penari @RiriAstria 😱,netral
https://twitter.com/radianteclypse,"kkn desa penari itu parah sih penggunaan jawanya. pake jawa jawa doang tapi penempatannya gak pas. ngomong sama orang yg lebih tua pakenya masa ngoko. nadanya celelekan dan nantang juga. nada kek gini dimix sama ngoko, kesannya jadi makin gak sopan",negatif
https://twitter.com/peritwinkIes,jalan menuju kkn desa penari https://t.co/ObGTUECKjd,netral
https://twitter.com/AdamRidhatullah,"@SuhoLee_1 @Gar_Logan_52 @garem_oren @onlyvvan @HabisNontonFilm KKN Desa Penari. Karakter orang desanya adalah orang Banyuwangi, tapi logatnya malah Jawa Suroboyoan sama agak kecampur Jawa Mataraman wkwk",negatif
https://twitter.com/alterthegooner,@thejurgenholic Lagunya mirip remix KKN Desa Penari gen...,netral
https://twitter.com/lampssyuu,@justmeorme Aku masih setia menunggu sewu dino. Semoga tidak mematahkan harapanku kayak desa penari,negatif
https://twitter.com/riasuryamie,@ipunk_baik Wah aku suka cerita KKN Desa Penari dan daerah BWI tp agak challenging jg kalo rumahku spt ini https://t.co/ppMfVheb5X,positif
https://twitter.com/mapaybandungcom,POPULER HARI INI: Sinopsis Sewu Dino yang Lebih Seram dari KKN di Desa Penari https://t.co/HyQoGbJdT0,negatif
https://twitter.com/janetez69,@detikcom Buat syuting desa penari 4.0,netral
https://twitter.com/landoffighter,@RuangLucuuu Kkn desa penari,netral
https://twitter.com/msakti,Oalaah gini toh KKN desa penari,netral
https://twitter.com/joestetik,@narcissons Preman desa penari,netral
https://twitter.com/_wwoong,"@moviemenfes nonton kkn di desa penari geli cok, apa gada proper riset gitu??? basa jawa aja beda kota beda macam.",negatif
https://twitter.com/thejokerinmee,@akubinaan @saturnalready Apaan? KKN Desa Penari? Wkwkkw,netral
https://twitter.com/CecanUtami,berapa harga tiket bioskop kkn desa penari,netral
https://twitter.com/Vanilalatte29,"apakah tahun ini bisa dapetin tiket sewu dino? 🥲
 tahun lalu ga dapetin kkn desa penari",netral
https://twitter.com/salycyl,@jogmfs pas jamannya kkn desa penari tahun lalu,netral
https://twitter.com/renjihitsugaya,"Film ini, based on trailer, sm film KKN desa penari itu memberi kesan kalo filmnya dibuat berdasarkan POV org2 jekerda dan skitarnya terhdap budaya sosial jawa, alias 'orientalisme' ke jawa. Dari bahasa, sebenernya kalo konvensional penutur dan petuturnya sama2 paham konteks (-)",positif
https://twitter.com/mhdlma,"@zareihan @notahappysalad @moviemenfes Org org mikir semua bahasa Indonesia dimedokin jadi bahasa Jawa Timur.
 
 *Refer to KKN Desa Penari - The Movie",negatif
https://twitter.com/pengabdisushi,@alfanrahadi @LewatsFilm @HabisNontonFilm Mau mengulangi keresahan orang jawa asli pas nonton kkn di desa penari keknya,negatif
https://twitter.com/pengabdisushi,Sekali lg mengulangi kesalahan kkn di desa penari dong,negatif
https://twitter.com/akramnaji9,"Thn lalu mlh hrs menunggu 3 minggu slps film Lebaran utk menonton film Indonesia selanjutnya krn bioskop bnr"" dikuasai KKN di Desa Penari dan Doctor Strange in the Multiverse of Madness, dgn Kuntilanak 3 terjepit d tgh kedua film itu.",netral
https://twitter.com/Desa2022,Film Yang Tak Kalah Bagusnya Seperti KKN di Desa Penari? https://t.co/s5wHpANm9z,positif
https://twitter.com/chanileus,ada yang bisa jokiin teks kritik film kkn desa penari??? due minggu ini #zonaba #zonauang,netral
https://twitter.com/YoungCai9,"Lebih Ngeri dari Film KKN di Desa Penari, Ini Sinopsis Sewu Dino yang Tayang Lebaran Ini 
 #kkndesapenari #FilmKKNdidesapenari #Sinopsis #sewudino 
 https://t.co/7cKvaot7ny",positif
https://twitter.com/Desa2022,Badarawuhi : “Lebih baik kamu gak usah ikut-ikutan.” - Dikutip dari film KKN di Desa Penari (2022)? https://t.co/EronyGRpDC,netral
https://twitter.com/Desa2022,Rekor Film KKN Tembus 6 JT Tayangan Hanya Dalam 1 Malam? https://t.co/EronyGRpDC,netral
https://twitter.com/Desa2022,"Film KKN Menjadi Film Paling Laris Di Industri PerFilman, dengan mengambil genre HOROR : https://t.co/NyIoQARHHL",netral
https://twitter.com/Desa2022,"Kisah KKN di Desa Penari di ambil dari kisah nyata mahasiswa yang sedang KKn di pedesaan, tonton di sini : https://t.co/NyIoQARHHL",netral
https://twitter.com/libythaea,me watching kkn desa penari:,netral
https://twitter.com/tepikirikanan,@sinemaksimal Film berkualitas seperti KKN desa penari paling terbaik,positif
https://twitter.com/Desa2022,"Asal Usul Badarawuhi di Film KKn di Desa Penari yang doyan WIK WIK, penasran dengan filmnya? tonton di sini : https://t.co/NyIoQARHHL",netral
https://twitter.com/Desa2022,"Movie KKN di Desa Penari Full Movie 2022 : https://t.co/NyIoQARHHL JANGAN LUPA LIKE, SHARE, &amp; FOLLOW",netral
https://twitter.com/Gendangisme,@moviemenfes Setuju sih.. minder aja emang.. itu kkn desa penari penontonnya bisa ngalahin dr strange di indo,positif
https://twitter.com/wolffiee_,@swiffties @heyzax ini tytyd nya uncut cut cut kek kkn desa penari,netral
https://twitter.com/cletuque,"@diosetta JSD jauh lebih menarik, bukan sekadar horror/misteri..harusnya lebih hidup dr KKN Desa Penari/Sewu Dino 👍",positif
https://twitter.com/ursugarbeby,@H9_4D_ @moviemenfes bau bau rame kayak kkn desa penari,positif
https://twitter.com/augstvpoe,"@moviemenfes Gw nonton film yg kemaren aja, kkn desa penari gedeg banget sama dialog nya. Bener2 jelek banget, udah tau dia ada di jawa pedalaman, tp bahasa daerahnya apa apa serba O. “Kamu kenopo, kok iso” gedeg banget dengernya, maksa banget.",negatif
https://twitter.com/BaekPago__,"@moviemenfes Dulu jaman KKN desa penari dpt 14 slot dan film MCU lupa dr strange atau apalah cuman 1 slot, wkwkwkwkw jadi ya ga ngaruh sih",negatif
https://twitter.com/Nagitotyo,"@moviemenfes KKN Desa Penari saja mereka ga tau, Coba kalau bukan karena SIMPLEMAN BORO BORO. 
 INGET BRO SIMPLEMAN SAJA DIA BUTUH BEBERAPA TAHUN BUAT DAPATIN KISAH NYATA SEREM SEPERTI ITU, CARI INFO, CARI DATA, WAWANCARA..
 KESELNYA STUDIO FILM INDONESIA ITU PELIT RISET, PELIT CARI INFORMASI.",negatif
https://twitter.com/taeeternally,kkn desa penari wkwk,netral
https://twitter.com/unoffici4l,"Bahasa Jawa di KKN Desa Penari juga maksa,, klo emang setting nya di jawa timur atau tengah, gpp sih pake bhs Indonesia yg baik dan benar,, lebi masuk akal, dr pda pake bahasa ala2 Jakarta,,",negatif
