Abstrak,Topik 1,Topik 2,Topik 3,Topik 4,Sum
munculnya penelitian dilatar belakangi kekurangan penggunaan media kegiatan pembelajaran guru smkn bangkalan kegiatan belajar mengajar guru metode konvensional ceramah penggunaan metode dinilai menarik minat siswa belajar meningkatkan mutu kualitas akademik non akademik sekolah inovasi pembelajaran siswa pengalaman belajar luas kegiatan pembelajaran berjalan efektif penelitian bertujuan mengembangkan media pembelajaran perakitan komputer berbasis augmented reality materi perakitan komputer kelas x jurusan tkj smkn bangkalan mempermudah siswa memahami mempraktikkan simulasi perakitan komputer penelitian metode penelitian pengembangan peneliti mengembangkan produk media pembelajaran perakitan komputer berbasis augmented reality langkahlangkah teori kemp dayton pengembangan media pembelajaran perakitan komputer berbasis augmented reality langkah penelitian validasi ahli validasi isi materi uji coba perseorangan uji coba kelompok uji coba kelompok siswa diperoleh hasil angket hasil validasi ahli media ahli isi materi uji perseorangan uji kelompok uji kelompok hasil hasil revisi dikonversikan tabel ketercapaian hasilnya mencapai ketercapaian kualitas tertinggi rentang hasil valid pengembangan media pembelajaran perakitan komputer berbasis augmented reality revisi,0.20686923346028405,0.0006649490870915198,0.7918007144073292,0.000665103045295175,1.0
guru sekolah metode ceramah praktik hasil belajar siswa tergolong rendah penelitian bertujuan pengaruh metode simulasi berbantu media vmware hasil belajar materi instalasi sistem operasi linux kelas x smkn labang peneliti metode eksperimen jenis penelitian deskriptif kuantitatif quasi eksperimental design peneliti kelas kelas eksperimen kelas kontrol penelitian peneliti pretest kelompok eksperimen kontrol kelas eksperimen perlakuan pembelajaran metode simulasi berbantu media vmware diakhir pembelajaran peneliti posttest hasil penelitian nilai asymp sig tailed metode simulasi berbantu media vmware berpengaruh hasil belajar siswa keterlaksanaan pembelajaran metode simulasi berbantu media vmware materi instalasi sistem operasi linux kelas x smkn labang masuk kategori aktivitas belajar siswa pembelajaran metode simulasi berbantu media vmware materi instalasi sistem operasi linux kelas x smkn labang masuk kategori aktif peneliti menyarankan metode simulasi berbantu media vmware materi instalasi sistem operasi linux rangka meningkatkan hasil belajar minat belajar siswa kunci metode simulasi media vmware instalasi sistem operasi linux,0.0006975646759735807,0.24560431241301284,0.10401957885521221,0.6496785440558013,0.9999999999999999
mata pelajaran pemrograman perangkat bergerak kompetensi dimiliki jurusan rekayasa perangkat lunak orang smartphone android peserta didik tingkat smk sekolah menengah kejuruan memiliki smartphone android siswa memanfaatkan smartphone android pembelajaran kamus mempermudah siswa belajar mata pelajaran pemrograman perangkat bergerak penelitian bertujuan mengembangkan aplikasi kamus pemrograman mobile metode term frequency inverse document frequency smartphone android penelitian metode waterfall tahapan pembuatan aplikasiyaitu requirements design implementation verification maintenance uji coba ahli validasi produk ahli materi nilai ratarata prosentase menghasilkan kualifikasi membuktikan isi materi aplikasi kamus pemrograman mobile sesuai pembelajaran hasil uji coba validasi produk ahli media nilai ratarata prosentase menghasilkan kualifikasi membuktikan aplikasi kamus pemrograman mobile membantu pembelajaran uji coba perorangan nilai ratarata prosentase menghasilkan kualifikasi uji coba kelompok nilai ratarata prosentase menghasilkan kualifikasi uji coba kelompok nilai ratarata prosentase menghasilkan kualifikasi membuktikan aplikasi kamus pemrograman mobile pembelajaran berdasarkan hasil penelitian pengembang menyarankan pengembang aplikasi kamus pemrograman lengkap menyertakan penjelasan source code metode pencarian cepat tampilan menarik katakata kunci aplikasi kamus pemrograman mobile pemrograman perangkat bergerak metode term frequency inverse document frequency smartphone android,0.748861238149375,0.0005869275647880457,0.24996485128999524,0.0005869829958417025,1.0
materi algoritma pemrograman materi tercantum kompetensi dasar kurikulum wajib siswa smk kelas x jurusan teknik komputer jaringan peneliti observasi smk nurul amanah hasil media pembelajaran guru buku cetak media pembelajaran buku cetak mendukung informasi siswa kesulitan mengikuti memahami materi penelitian bertujuan mengembangkan media pembelajaran game edukatif berbasis role playing game membantu proses belajar smk nurul amanah penelitian model penelitian analysis design development implementation evaluation addie langkahlangkah penelitian analysis menganalisis kebutuhan siswa perumusan tujuan pembelajaran perumusan butir materi penyusunan instrumen evaluasi design menulis naskah media development game edukatif implementation penerapan produk smk nurul amanah evaluation merumuskan hasil instrumen evaluasi hasil penelitian uji coba produk ahli media memperoleh nilai persentase kategori angket ahli materi memperoleh nilai persentase kategori angket siswa memperoleh nilai persentase kategori kesimpulan peneliti media pembelajaran game edukatif,0.060020988217289746,0.0007850907213590769,0.9384087019381702,0.0007852191231810284,1.0
pengembangan media pembelajaran game edukasi diminati khalayak siswa media pembelajaran game membantu bidang pendidikan pembelajaran interaktif menarik siswa belajar siswa bermain smkn kamal media pembelajaran manual menarik minat siswa belajar inovasi mengembangkan media pembelajaran interaktif penelitian dikembangkan produk media pembelajaran game edukasi berbasis flash mata pelajaran merakit komputer kelas x teknik komputer jaringan metode penelitian model pengembangan research and development modifikasi tahap tahap analisis kebutuhan tahap perancangan desain tahap implementasi desain pengujian data tahap produk penyebaran hasil analisis diperoleh uji kelayakan media pembelajaran memperoleh presentase ahli materi memperoleh presentase hasil uji coba perorangan memperoleh presentase hasil uji coba kelompok memperoleh presentase hasil uji coba kelompok memperoleh presentase kesimpulan diambil penelitian media pembelajaran game edukasi efektif membantu siswa memahami materi perakitan komputer,0.07401810657035822,0.0008306711704680464,0.9243204585593507,0.0008307636998230003,1.0
penelitian bertujuan pengaruh model pembelajaran berbasis proyek hasil belajar siswa penelitian dilaksanakan april smk siding puri sumenep metode penelitian quasi eksperimental sampel diambil kelas dibagi kelas eksperimen kelas kontrol instrumen penelitian te spilihan ganda skor pilihan hasil penelitian uji statistik uji t berdasarkan perhitungan diperoleh nilai t hitung t table padataraf signifikan hipotesis alternative ha pengaruh model pembelajaran berbasis proyek hasil belajar siswa kunci pembelajaran berbasis proyek hasil belajar siswa,0.00148391876089308,0.0014838057637528235,0.0014839734956651476,0.995548301979689,1.0
pelanggaran perilaku menyimpang tindakan kehendak memperhatikan peraturan pelanggaran seringkali siswa sekolah salah buktinya pelanggaran smk negeri kamal mengikuti apel pagi atribut lengkap pelanggaran disebabkan kurangnya kedisiplinan tertanam siswa upaya penegakan disiplin sekolah diberlakukannya perhitungan poin pelanggaran siswa berdasarkan aturan ditetapkan sekolah penelitian bertujuan membantu guru bk memonitoring mengolah data pelanggaran siswa lingkungan sekolah smk negeri kamal membantu orang tua siswa memantau perkembangan putraputrinya jarak hadir sekolah penelitian metode penelitian pengembangan model penelitian dikembangkan model waterfall mengembangkan tahapan requirement definition definisi kebutuhan system and software design perancangan sistem perangkat lunak implementation and unit testing implementasi pengujian unit integration and system testing integrasi pengujian sistem operation and maintenance operasi pemeliharaan hasil penelitian peneliti berhasil data uji coba berdasarkan aspek efektivitas efisiensi kepuasan memperoleh nilai ratarata perhitungan kesimpulan diambil penelitian sistem informasi membantu guru bk wali kelas proses monitoring pelanggaran siswa aplikasi sistem informasi langsung memonitoring pelanggaran siswa lakukan beserta sisa poin miliki,0.9980047582532005,0.000665002286079623,0.0006651077112988132,0.000665131749421331,1.0000000000000002
penelitian dilatar belakangi kurangnya percaya siswa proses praktik instalasi sistem operasi kurangnya jam pelajaran melaksanakan praktikum modul tersedia siswa inovasi mengembangkan media pembelajaran inovasi penelitian mengembangkan media pembelajaran simulasi instalasi sistem operasi model penelitian pengembangan penelitian model addie singkatan analisys design development implementation and evaluastions penelitian diuji cobakan ahli isi materi ahli media uji coba sasaran siswa kelas x tkj smk al hikam burneh hasil diperoleh ahli isi materi ahli media pembelajaran uji coba perorangan uji coba kelompok uji coba kelompok dikonversikan tabel tingkat pencapaian kualifikasi hasilnya kualifikasi rentang keterangan layak keterangan layak kunci media simulasi pelajaran sistem operasi pengembangan media,0.17080959304345283,0.000996119914556011,0.8271979738304571,0.000996313211534054,1.0
pembelajaran metode ceramah menimbulkan kekurangan menghambat kelancaran keterlaksanaan pembelajaran inovasi pembelajaran dipilih model problem based learning penelitian bertujuan pengaruh penerapan model problem based learning motivasi belajar siswa materi pengantar subnetting jaringan kelas x tkj smk agung mulia sanggra agung penelitian penelitian kuantitatif metode quasi experimental design bentuk desain penelitian nonequivalent control group design penelitian dilaksanakan kelas x tkj smk agung mulia siswa populasi dibagi kelas kelas eksperimen siswa kelas kontrol siswa teknik pengumpulan data metode observasi angket motivasi belajar siswa hasil penelitian pengaruh model pembelajaran problem based learning motivasi belajar siswa berdasarkan hasil perhitungan uji t motivasi belajar siswa diperoleh nilai thitung nilai ttabel diperoleh rumus t n hasil hasil disimpulkan nilai thitung nilai ttabel ho ditolak ha diterima model problem based learning meningkatkan aktivitas motivasi siswa pelaksanaan pembelajaran,0.0008039629462312631,0.0008039366208829644,0.0008040852812343722,0.9975880151516514,1.0
media pembelajaran mata pelajaran perakitan komputer smk agung mulia bangkalan papan tulis metode ceramah media pembelajaran berbasis teknologi informasi komunikasi tersedia sekolah berkembangnya teknologi informasi komunikasi dijadikan media mendukung meningkatkan kualitas pendidikan media buku elektronik penelitian bertujuan mengembangkan buku elektronik bahan ajar buku kurikulum aplikasi flipbook maker efektif menarik mempermudah siswa materi pembelajaran mandiri buku acuan guru siswa penelitian penelitian pengembangan pengembangan model penelitian d thiagarajan modifikasi d tahap pendefinisian define perancangan design pengembangan develop produk dihasilkan penelitian media ebook flipbook maker berbasis web mata pelajaran perakitan komputer kelas x jurusan teknik komputer jaringan smk agung mulia bangkalan penilaian diperoleh ahli media kelayakan memiliki tingkat validitas valid ahli materi memiliki tingkat validitas valid penilaian hasil uji terbatas memiliki keterangan layak disimpulkan media ebook flipbook maker berbasis web layak efektif media pembelajaran mata pelajaran perakitan komputer siswa kelas x tkj smk agung mulia bangkalan,0.5789362216227801,0.0007174165302251781,0.41962880707337097,0.0007175547736235794,0.9999999999999998
cascading style sheet css salah materi pemrograman web menuntut siswa berkreasi seindah halaman website pembelajaran menerapkan model sesuai karakteristik materi siswa penelitian bertujuan pengaruh model project based learning hasil belajar siswa materi cascading style sheet keefektivan model project based learning materi cascading style sheet penelitian penelitian quasiexperiment nonequivalent control group design subjek penelitian siswa kelas x rekayasa perangkat lunak rpl smk negeri labang siswa hasil penelitian pengaruh signifikan positif model project based learning hasil belajar siswa materi cascading style sheet pengaruh perbandingan nilai thitung ttabel uji regresi linear sederhana model project based learning efektif materi cascading style sheet efektivitas keterlaksanaan pembelajaran pertemuan aktivitas siswa pertemuan perbandingan nilai thitung ttabel uji regresi linear sederhana ketuntasan belajar siswa mencapai siswa respon siswa siswa kategori,0.0008239291898208236,0.0008238054427219109,0.0008238946560999393,0.9975283707113572,0.9999999999999999
materi jaringan local area network lan materi wajib produktif kelas xi tkj smk semester gasal guru mengajarkan materi siswa berdasarkan modul slide power point sederhana siswa bosan pembelajaran kelas dirasa maksimal dilaksanakan dicari inovasi media pembelajaran siswa tertarik materi jaringan lan media pembelajaran berbasis android mlearning salah solusi siswa tertarik materi lan penelitian bertujuan merancang mengembangkan kualitas media pembelajaran berbasis android materi jaringan lan siswa kelas xi tkj penelitian mengunakan jenis pengembangan model pengembangan model addie tahap analysis menganalisa design mendesain development pengembangan implementation penerapan evaluation evaluasi hasil penelitian persentase uji ahli materi mencapai nilai valid persentase uji ahli media layak persentase uji coba kelompok layak persentase uji coba kelompok layak kesimpulan penelitian aplikasi mlearning memudahkan siswa memahami materi jaringan lan,0.11898755053533915,0.0008238828178694223,0.6055781028940223,0.2746104637527692,1.0
proses peminjaman pengembalian buku perpustakaan memakan biaya pencatatan peminjaman manual pustakawan pemanfaatan sistem informasi perpustakaan berbasis web menghemat biaya proses komputer ditambah barcode scanner mempercepat proses peminjaman pengembalian buku mengurangi kesalahan menginputkan kode buku peminjaman buku penelitian bertujuan memuat sistem informasi perpustakaan berbasis web barcode scanner man bangkalan penelitian metode research and development rd model proses pengembangan software model waterfall analisis kebutuhan desain sistem implementasicoding pengujian pemodelan visual uml bahasa pemodelan pembangunan perangkat lunak penelitian menemukan pengujian fungsionalitas ahli media memperoleh hasil fungsifungsi sistem informasi berfungsi sesuai input output pengujian penerimaan pengguna user acceptance ahli materi diperoleh tingkat persetujuan pengguna setuju pengujian usability agket respon siswa diperoleh tingkat persetujuan setuju,0.9972821176151553,0.0009059066650744642,0.0009060448764447704,0.000905930843325435,1.0
abstrak penelitian bertujuan pengaruh pembelajaran media elearning berbasis web gnomio hasil belajar siswa mata pelajaran perakitan komputer kelas x rpl smk negeri bangkalan penelitian dilaksanakan april metode kuantitatif disaen quasi experimental jenis nonequivaent control group design pengambilan data sampel mengggunakan teknik sampling jenuh dimana populasi sampel siswa kelas eksperimen siswa kelas kontrol pengambilan data instrumen tes hasil belajar siswa pilihan ganda lembar observasi angket data diperoleh hasil tes pilihan ganda dianalisis uji statistik nilai pretest posttest diuji rumus lilliefors homogenitas linieritas regresi linier sederhana uji signifikan uji t hasil uji regresi linier sederhana pembelajaran media elearning berbasis web meningkatkan hasil belajar siswa uji signifikan uji t hasil belajar thitung ttabel ho ditolak ha diterima pengaruh pembelajaran media elearning berbasis web gnomio hasil belajar siswa mata pelajaran perakitan komputer kelas x rpl smk negeri bangkalan hasil observasi aktivitas guru klasikal memperoleh ratarata katagori hasil observasi aktivitas siswa klasikal memperoleh ratarata katagori hasil angket respon siswa klasikal berkatagori katakata kunci elearning gnomio hasil belajar siswa,0.0006274763103405964,0.0006273844996719509,0.000627574109186101,0.9981175650808013,0.9999999999999999
tujuan penelitian pengaruh metode pembelajaran artikulasi hasil belajar siswa mata pelajaran jaringan dasar kelas x rpl smk negeri bangkalan desain penelitian quasi experimental design nonequivalent control group design populasi penelitian siswa kelas x rpl kelas x rpl x rpl siswa teknik pemilihan sampel teknik sampling jenuh dimana anggota populasi sampel instrumen penelitian tes hasil belajar lembar observasi lembar angket hasil uji signifikan ujit hasil belajar thitung ttabel ho ditolak ha diterima pengaruh signifikan metode pembelajaran artikulasi hasil belajar siswa peningkatan hasil belajar siswa pretest posttest uji gain ternormalisasi kriteria hasil pengamatan aktivitas siswa aktivitas kelas eksperimen pertemuan memperoleh pertemuan memperoleh klasikal respon siswa siswa respon positif penggunaan metode pembelajaran artikulasi proses pembelajaran kunci metode pembelajaran artikulasi mata pelajaran jaringan dasar hasil belajar,0.0008446684259925886,0.0008446768785180073,0.0008447139661461711,0.9974659407293432,1.0
abstrak katakata kunci model pembelajaran discovery learning sistem komputer hasil belajar penelitian bertujuan pengaruh model pembelajaran discovery learning hasil belajar siswa pembelajaran sistem komputer kelas x smk alhikam penelitian penelitian kuantitatif metode quasi experimental design populasi penelitian siswa kelas x tkj kelas x tkj smk alhikam siswa sampel sampel jenuh populasi dijadikan sampel penelitian teknik pengumpulan data tes observasi angket instrumen penelitian tes hasil belajar lembar observasi aktivitas guru siswa angket respon siswa berdasarkan hasil uji prasyarat nilai thitung ttabel berdasarkan kaidah pengujian nilai thitung ttabel ho ditolak pengaruh signifikan penggunaan model pembelajaran discovery learning hasil belajar hasil analisis uji gain ternormalisasi memperoleh nilai g kategori hasil observasi aktivitas guru memperoleh ratarata kategoti hasil observasi aktivitas siswa memperoleh ratarata kategori penggunaan model pembelajaran discovery learning pembelajaran sistem komputer respon positif perolehan persentase nilai ratarata kategori berdasarkan hasil analisis disimpulkan model pembelajaran discovery learning berpengaruh hasil belajar siswa direspon positif siswa pembelajaran sistem komputer,0.0006694848406302947,0.0006693996807570199,0.0006694548090535129,0.9979916606695592,1.0
penelitian bertujuan pengaruh model pembelajaran problem based learning hasil belajar siswa mata pelajaran perakitan komputer smkn bangkalan materi penelitian pencarian kesalahan dasar komputer kelas x rpl rpl penelitian metode kuantitatif desain penelitian quasi experimental jenis nonequivaent control group design sampel penelitian siswa teknik sampling jenuh pengumpulan data tes hasil belajar siswa lembar observasi angket hasil penelitian ratarata nilai pretest posttest kelas eksperimen uji regresi linier sederhana model pembelajaran problem based learning meningkatkan hasil belajar siswa berdasarkan hasil uji hipotesis diperoleh thitung ttabel ho ditolak pengaruh signifikan model pembelajaran problem based learning hasil belajar siswa hasil observasi aktivitas guru klasikal memperoleh ratarata katagori hasil observasi aktivitas siswa klasikal memperoleh ratarata katagori hasil angket respon siswa klasikal berkatagori katakata kunci problem based learning perakitan komputer pencarian kesalahan dasar komputer hasil belajar,0.0007789055347125069,0.0007788558270622042,0.0007790202359657783,0.9976632184022595,1.0
materi pengenalan komponen elektronika pelajaran dikuasai dipahami siswa sekolah menengah kejuruan pelajaran guru mengajar metode ceramah media pembelajaran buku tulis slide presentasi siswa bosan jenuh sulit materi pelajaran penelitian pengembangan bertujuan media pembelajaran berbasis augmented reality pelajaran pengenalan komponen elektronika kelas x jurusan tkj teknik komputer jaringan mempermudah siswa memahami mengenal komponen elektronika penelitian model kemp dayton model memiliki delapan langkah pengembangan media pembelajaranyaitu ide tujuan pembelajaran tujuan khusus pembelajaran karakteristik audiens isi materi content outline treatment storyboard naskah script developing editing and mixing testing and revising hasil penelitian diperoleh uji coba ahli ahli materi diperoleh prosentase kualifikasi uji coba ahli media diperoleh prosentase kualifikasi uji coba perorangan diperoleh prosentase kualifikasi uji coba kelompok diperoleh prosentase prosentase uji coba kelompok diperoleh prosentase kualifikasi peneliti menyarankan produk media pembelajaran berbasis augmented reality pelajaran pengenalan komponen elektronika dikembangkan buid pc dekstop pengembangan proses loading pengembangan komponen elektronika media arelek katakata kunci media pembelajaran augmented reality arelek komponen elektronika,0.4339049369502072,0.0006435312891805661,0.5648078416088407,0.0006436901517714335,0.9999999999999999
